amplitude_id,user_id,city,device,os,platform,region,gp:BCS,Birthday,gp:Delinquency amount,gp:Nip Verify,gp:Number of Revolving credits,gp:Number of no revolving credits,gp:Total Credit Line,gp:Total current debt,gp:utm_source,Age
412413000000.0,,Chihuahua City,Android,Chrome Mobile 102,Web,Chihuahua,,,,,,,,,adwords,
281284000000.0,7f409af1-4d13-4646-b600-fe994eec6ceb,Uruapan,Apple iPhone,Chrome Mobile 102,Web,Michoacán,8.0,,,VERDADERO,,,,,adwords,
411821000000.0,,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords,
412429000000.0,2b3442e9-b89b-4d8d-9a00-6150b5f2dbb0,Querétaro City,Android,Chrome Mobile 102,Web,Querétaro,574.0,1980-09-11,5739.0,VERDADERO,1.0,2.0,7000.0,28298.0,adwords,43.0
412415000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
301996000000.0,e0be9c59-3d62-4ae9-9b2a-8fdc9f9ff458,Texcoco,Android,Chrome Mobile 102,Web,México,549.0,1987-04-15,8044.0,VERDADERO,,,1217.0,0.0,adwords,36.0
373551000000.0,71205d77-c63f-4f61-84e4-a7dd115166f0,Venustiano Carranza,Android,Chrome 92,Web,Mexico City,600.0,2000-12-02,239.0,VERDADERO,2.0,0.0,2999.0,793.0,adwords,23.0
411561000000.0,,Toluca,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
411849000000.0,,Mexicali,Android,Chrome Mobile 102,Web,Baja California,,,,,,,,,,
412014000000.0,,Nuevo Laredo,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords,
412887000000.0,,Alvaro Obregon,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412365000000.0,,Orizaba,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,adwords,
412918000000.0,,Zamora,Android,Chrome 78,Web,Michoacán,,,,,,,,,google2,
412923000000.0,,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,,
412319000000.0,,Tijuana,Apple iPhone,Mobile Safari 14,Web,Baja California,,,,,,,,,,
411943000000.0,,Ahome,Android,Chrome Mobile 102,Web,Sinaloa,,,,,,,,,adwords,
412592000000.0,,Bogotá,Android,Chrome Mobile 100,Web,Bogota D.C.,,,,,,,,,,
264630000000.0,57dfdc7b-aad3-427e-9192-97d9c2309b8b,San Luis Potosí City,Android,Chrome Mobile 102,Web,San Luis Potosí,,1951-07-12,,VERDADERO,,,,,adwords,72.0
412347000000.0,,Oaxaca City,Android,Chrome Mobile 102,Web,Oaxaca,,,,,,,,,,
412670000000.0,,Acapulco de Juárez,Android,Chrome Mobile 102,Web,Guerrero,,,,,,,,,adwords,
353136000000.0,1cd3350f-6e46-4200-a050-739726a56352,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,1980-06-11,,,,,,,adwords,43.0
411898000000.0,,Ashburn,Windows,Chrome 92,Web,Virginia,,,,,,,,,,
411841000000.0,b670056b-2b82-4dd5-8e68-91c1687e5d7a,Playa del Carmen,Apple iPhone,Mobile Safari 14,Web,Quintana Roo,673.0,1966-11-23,0.0,VERDADERO,0.0,2.0,,81721.0,,57.0
412041000000.0,43da9b15-4d04-44c9-88a3-581786fe4a2d,Rioverde,Android,Chrome 92,Web,San Luis Potosí,562.0,1991-03-31,360986.0,VERDADERO,0.0,2.0,,246384.0,adwords,32.0
412334000000.0,a6e20af2-0ac4-40bd-94f9-59070e3a480e,Cuautla,Android,Chrome Mobile 102,Web,Morelos,539.0,1989-02-01,8078.0,VERDADERO,1.0,0.0,9900.0,0.0,adwords,34.0
405403000000.0,410a28ce-d61c-42a2-90f8-8f5ca89be309,Cuautitlán Izcalli,Android,Chrome Mobile 102,Web,México,,1972-09-18,,,,,,,adwords,51.0
411939000000.0,,Villahermosa,Android,Chrome Mobile 102,Web,Tabasco,,,,,,,,,adwords,
218533000000.0,318d9f3c-1c3d-40bb-861e-696596f4c6f5,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,503.0,1993-11-19,0.0,VERDADERO,2.0,5.0,6620.0,38111.0,adwords,30.0
412072000000.0,,Torreón,Android,Chrome Mobile 102,Web,Coahuila,,,,,,,,,adwords,
411515000000.0,0b900865-8a8f-44fb-b5ed-7ddd474ab3c8,Mexicali,Android,Chrome Mobile 102,Web,Baja California,,,,,,,,,adwords,
411814000000.0,,Oaxaca City,Android,Chrome Mobile 102,Web,Oaxaca,,,,,,,,,,
412087000000.0,,Mexico City,Android,Chrome Mobile 101,Web,Mexico City,,,,,,,,,adwords,
412704000000.0,06e18217-3289-4c22-a38b-556effd2765e,Querétaro City,Windows,Chrome 102,Web,Querétaro,,,,,,,,,adwords,
412384000000.0,,Cuernavaca,Apple iPhone,Mobile Safari 13,Web,Morelos,,,,,,,,,,
412489000000.0,,Mexico City,Apple iPad,Chrome Mobile 92,Web,Mexico City,,,,,,,,,adwords,
412076000000.0,,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,,
411838000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
411240000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411900000000.0,,Córdoba,Android,Chrome 102,Web,Veracruz,,,,,,,,,adwords,
401332000000.0,,San Luis Potosí City,Android,Chrome Mobile 102,Web,San Luis Potosí,,,,,,,,,google2,
370500000000.0,b6096d0a-adf8-424f-a819-e5fa13d514ec,Mérida,Android,Samsung Browser 17,Web,Yucatán,589.0,1995-10-24,22882.0,VERDADERO,0.0,1.0,,0.0,adwords,28.0
411436000000.0,,Guatemala City,Apple iPhone,Mobile Safari 14,Web,Departamento de Guatemala,,,,,,,,,google2,
407273000000.0,74e1ca1c-a88f-4e40-b821-0fe7a341a9af,Mérida,Android,Chrome Mobile 102,Web,Yucatán,719.0,1963-07-12,0.0,VERDADERO,6.0,3.0,289000.0,701725.0,google2,60.0
412518000000.0,,Parral,Android,Chrome Mobile 102,Web,Chihuahua,,,,,,,,,,
405541000000.0,dea746d7-2024-4af1-b01c-66492fdbca87,Coyoacán,Android,Chrome Mobile 102,Web,Mexico City,711.0,1959-10-21,0.0,VERDADERO,1.0,0.0,2000.0,0.0,adwords,64.0
411590000000.0,,Campeche,Android,Chrome Mobile 101,Web,Campeche,,,,,,,,,google2,
412985000000.0,03a8760f-7359-4b47-9212-9fa113f4d6a8,Mérida,Android,Chrome Mobile 102,Web,Yucatán,583.0,1980-10-03,31421.0,VERDADERO,0.0,2.0,,-27052.0,adwords,43.0
408602000000.0,0c4cf311-3402-4aba-834a-363a473bef24,Mérida,Android,Chrome 92,Web,Yucatán,571.0,1999-07-29,527.0,VERDADERO,0.0,0.0,,0.0,adwords,24.0
411974000000.0,,Culiacán,Android,Chrome Mobile 102,Web,Sinaloa,,,,,,,,,adwords,
400484000000.0,3e519a85-966e-411e-8a12-5339339a1a96,Tlalnepantla,Android,Chrome Mobile 88,Web,México,694.0,1999-08-19,0.0,VERDADERO,0.0,0.0,,0.0,adwords,24.0
412765000000.0,dbac65a8-4021-45f5-8d55-efbc031146be,Mexico City,Windows,Chrome 102,Web,Mexico City,519.0,1971-02-02,48804.0,VERDADERO,1.0,2.0,6600.0,394533.0,adwords,52.0
411484000000.0,,Santa Maria Chimalhuacan,Android,Chrome Mobile 102,Web,México,,,,,,,,,google2,
412112000000.0,47892805-0917-4d9c-a3d7-3ee7cd50a768,Cuautla,Android,Chrome Mobile 101,Web,Morelos,703.0,1995-05-12,0.0,VERDADERO,0.0,0.0,,0.0,adwords,28.0
410171000000.0,b40bbbae-72f2-486a-a1e2-98f8a215a905,Jiutepec,Apple iPhone,Chrome Mobile 102,Web,Morelos,545.0,1980-03-07,175053.0,VERDADERO,2.0,2.0,20400.0,13199.0,adwords,43.0
412218000000.0,,Des Moines,Windows,Chrome 80,Web,Iowa,,,,,,,,,,
410446000000.0,,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords,
411075000000.0,f7a3fcc6-9d46-45a9-b213-78a1e741ecb2,Campeche,Android,Chrome Mobile 102,Web,Campeche,560.0,1974-02-01,15402.0,VERDADERO,4.0,1.0,7803.0,287253.0,google2,49.0
412820000000.0,0a2ab7f7-e1ee-40ca-b393-6d8451d85d69,Guadalupe Trujillo,Android,Chrome Mobile 102,Web,Zacatecas,532.0,1989-08-19,52294.0,VERDADERO,1.0,2.0,186071.0,200178.0,adwords,34.0
412753000000.0,,Mexico City,Android,Chrome Mobile 87,Web,Mexico City,,,,,,,,,adwords,
411369000000.0,9cbfdbae-b9b3-4ea0-bb0b-c6ed8c24982c,Hermosillo,Android,Chrome Mobile 102,Web,Sonora,540.0,1983-07-23,12800.0,VERDADERO,0.0,1.0,,0.0,adwords,40.0
411960000000.0,b2eaf73d-c1ae-468c-89d3-31bad2273cbc,Saltillo,Android,Chrome Mobile 102,Web,Coahuila,,1993-06-04,,,,,,,adwords,30.0
413001000000.0,,Mexico City,Android,Chrome Mobile 100,Web,Mexico City,,,,,,,,,rocket,
412897000000.0,,Puebla City,Android,Chrome Mobile 102,Web,Puebla,,,,,,,,,,
409694000000.0,16ddb673-bab5-40db-9b7a-ea61349766b1,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,618.0,2000-11-22,2147.0,VERDADERO,0.0,1.0,,5084.0,adwords,23.0
411390000000.0,,Guanajuato City,Android,Chrome Mobile 101,Web,Guanajuato,,,,,,,,,adwords,
412446000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412351000000.0,,Alvaro Obregon,Windows,Chrome 102,Web,Mexico City,,,,,,,,,adwords,
412476000000.0,bd3d3efd-c0b4-4754-b5f7-2240f1774137,Ciudad Juárez,Android,Chrome Mobile 95,Web,Chihuahua,,,,,,,,,adwords,
355099000000.0,1cbdb9b4-d3c5-4353-9fbe-874927da2b5b,Mérida,Android,Chrome Mobile 96,Web,Yucatán,9.0,1988-06-13,,VERDADERO,,,,,adwords,35.0
411371000000.0,5fec14d4-2dc5-4658-b23c-227568d9e7b7,Tlalnepantla,Android,Chrome Mobile 102,Web,México,,1972-06-29,,,,,,,adwords,51.0
412462000000.0,10f6f831-fcef-4d31-adcd-bc4e52d6e62a,San Miguel de Allende,Apple iPhone,Chrome Mobile 102,Web,Guanajuato,,,,,,,,,adwords,
412282000000.0,34a02e6a-2b78-48ce-85f0-f42efd9ed680,Veracruz,Android,Chrome Mobile 102,Web,Veracruz,655.0,1998-08-28,0.0,VERDADERO,2.0,0.0,18100.0,8977.0,adwords,25.0
412747000000.0,,Querétaro City,Android,Chrome Mobile 101,Web,Querétaro,,,,,,,,,adwords,
412423000000.0,c944e25e-2f1d-48e4-86c7-e5135f7b5922,Minatitlán,Android,Chrome Mobile 102,Web,Veracruz,515.0,1997-10-19,11694.0,VERDADERO,1.0,0.0,9900.0,0.0,adwords,26.0
300103000000.0,402172c3-59de-4051-a32a-2c370a2455e5,Mérida,Android,Chrome Mobile 102,Web,Yucatán,536.0,1989-12-31,169520.0,VERDADERO,1.0,0.0,120000.0,0.0,adwords,34.0
214765000000.0,96644dd0-8e96-4dcd-98a8-19cc29b7ea7f,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,596.0,,,VERDADERO,,,,,adwords,
411883000000.0,48ee65eb-b1e3-45da-88a0-a714a47ba393,Orizaba,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,adwords,
412362000000.0,,Tepic,Windows,Edge 102,Web,Nayarit,,,,,,,,,adwords,
411927000000.0,,Irapuato,Android,Chrome Mobile 102,Web,Guanajuato,,,,,,,,,adwords,
412568000000.0,266e7b8b-8152-4dc3-9271-bad921e4bc64,Tijuana,Windows,Chrome 102,Web,Baja California,9.0,1999-08-22,,VERDADERO,,,,,adwords,24.0
407439000000.0,dc9a092b-49b5-4977-b3ac-c29bb2559046,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,9.0,1979-10-18,,VERDADERO,,,,,adwords,44.0
412968000000.0,,Minatitlán,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,rocket,
412454000000.0,7ad44d97-a2f5-411e-9da7-582607870d60,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,1996-10-05,,,,,,,adwords,27.0
412939000000.0,,Ciudad Victoria,Windows,Chrome 102,Web,Tamaulipas,,,,,,,,,adwords,
411375000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
412521000000.0,,Acapulco de Juárez,Android,Chrome Mobile 102,Web,Guerrero,,,,,,,,,,
412440000000.0,,Naucalpan,Android,Chrome Mobile 101,Web,México,,,,,,,,,,
411982000000.0,,Ciudad Delicias,Android,Chrome Mobile 102,Web,Chihuahua,,,,,,,,,adwords,
412398000000.0,,Emiliano Zapata,Android,Chrome Mobile 102,Web,Hidalgo,,,,,,,,,adwords,
411970000000.0,,Monterrey,Windows,Chrome 101,Web,Nuevo León,,,,,,,,,adwords,
411497000000.0,,Villa de Arista,Android,Chrome Mobile 102,Web,San Luis Potosí,,,,,,,,,adwords,
411830000000.0,,Tijuana,Windows,Chrome 102,Web,Baja California,,,,,,,,,adwords,
247603000000.0,543ade6b-ac7a-48b5-ac4e-41d4c1f80e5b,Coyoacán,Android,Chrome Mobile 102,Web,Mexico City,,1974-02-27,,,,,,,adwords,49.0
411804000000.0,,Tlalnepantla,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
411324000000.0,664e80d8-8365-4d76-85e0-a8b7cb2af4ce,Monclova,Apple iPhone,GSA 213,Web,Coahuila,593.0,1993-01-24,9648.0,VERDADERO,1.0,0.0,5000.0,0.0,adwords,30.0
411975000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,,
412554000000.0,,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,adwords,
412038000000.0,,Ciudad Nicolás Romero,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
412377000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
208324000000.0,757f3ac2-47de-4c7b-b7a3-804123fec4d7,Cunduacan,Android,Chrome Mobile 102,Web,Tabasco,550.0,,48220.0,VERDADERO,0.0,1.0,,-31560.0,adwords,
412088000000.0,,Mérida,Android,Samsung Browser 17,Web,Yucatán,,,,,,,,,adwords,
412021000000.0,ec9ec28a-743e-4eb3-b012-ed8b75d2569d,Celaya,Windows,Chrome 102,Web,Guanajuato,661.0,1969-05-04,15682.0,VERDADERO,0.0,1.0,,-13444.0,adwords,54.0
412297000000.0,,León,Android,Chrome Mobile 102,Web,Guanajuato,,,,,,,,,,
412429000000.0,10effcc5-8fa0-4382-b891-1c8adbf125ad,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
412707000000.0,4efa5fe0-a956-4890-ab54-be92272c7e83,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,643.0,1982-12-17,63368.0,VERDADERO,1.0,1.0,14000.0,183005.0,adwords,41.0
281107000000.0,3e9295db-66aa-45ab-a829-07446c35e5f7,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,604.0,1981-04-20,2536.0,VERDADERO,,,28058.0,30125.0,adwords,42.0
206873000000.0,b3720d7d-7ce9-495e-bfd0-f82ad9b190ab,Tultitlan de Mariano Escobedo,Android,Chrome WebView 102,Web,México,,,,,,,,,blog,
412238000000.0,,Mérida,Android,Chrome Mobile 102,Web,Yucatán,,,,,,,,,adwords,
408462000000.0,08fc4225-be06-4f98-b152-4af9bbb5948d,Puebla City,Windows,Chrome 102,Web,Puebla,578.0,1990-04-21,40121.0,VERDADERO,7.0,0.0,26421.0,1838.0,adwords,33.0
411601000000.0,f90d62a2-c863-4867-8370-137bd38a200f,Xalapa,Android,Chrome Mobile 102,Web,Veracruz,540.0,2003-08-09,8698.0,VERDADERO,0.0,1.0,,0.0,adwords,20.0
411566000000.0,,Guadalupe,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,rocket,
412406000000.0,,Monterrey,Apple iPhone,Chrome Mobile 101,Web,Nuevo León,,,,,,,,,rocket,
411949000000.0,89912699-3f7b-46fc-b952-826216b45f61,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Web,Mexico City,703.0,1992-08-03,0.0,VERDADERO,0.0,0.0,,0.0,adwords,31.0
412408000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,rocket,
411537000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411504000000.0,,Monterrey,Android,Chrome Mobile 102,Web,Nuevo León,,,,,,,,,adwords,
411835000000.0,,Ciudad Madero,Apple iPhone,GSA 213,Web,Tamaulipas,,,,,,,,,adwords,
411996000000.0,60f63241-7377-4f15-bc4a-77a21c53d16f,Ixtapaluca,Android,Chrome Mobile 102,Web,México,,1988-04-24,,,,,,,adwords,35.0
394790000000.0,f774f65e-1fed-4828-996f-5bede8973409,Arandas,Android,Chrome Mobile 102,Web,Jalisco,,1971-10-22,,,,,,,adwords,52.0
412306000000.0,db857da8-8cce-4c06-bd53-beb674c39ce2,Tuxpam de Rodriguez Cano,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,adwords,
411408000000.0,,Monterrey,Android,Chrome Mobile 101,Web,Nuevo León,,,,,,,,,adwords,
412384000000.0,c6cd5054-381f-4381-a712-d5a823eaf3fc,Guadalupe,Windows,Chrome 102,Web,Nuevo León,,1995-07-12,,,,,,,adwords,28.0
400066000000.0,,Uruapan,Android,Chrome Mobile 97,Web,Michoacán,,,,,,,,,google2,
412819000000.0,,Azcapotzalco,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,,
412494000000.0,,Tlalpan,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411713000000.0,,Querétaro City,Android,Chrome 95,Web,Querétaro,,,,,,,,,,
412936000000.0,,Tihuatlan,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,adwords,
412789000000.0,171abd47-bbc3-4f2d-a033-5639df2c7d3f,,Android,Chrome Mobile 101,Web,Jalisco,8.0,1993-06-12,13220.0,VERDADERO,,,,-13220.0,,30.0
394931000000.0,c2c18e4f-03ec-4179-b452-0327268b831b,Mexico City,Android,Chrome Mobile 100,Web,Mexico City,574.0,1993-07-26,5783.0,VERDADERO,0.0,3.0,,12786.0,adwords,30.0
413010000000.0,,Guadalajara,Apple iPhone,Chrome Mobile 102,Web,Jalisco,,,,,,,,,rocket,
412220000000.0,,Durango,Mac,Firefox 88,Web,Durango,,,,,,,,,,
394320000000.0,ee4f10db-f438-4d45-99c9-dd8c4bc93820,Nacajuca,Android,Chrome Mobile 102,Web,Tabasco,,,,,,,,,rocket,
412461000000.0,,,Android,Chrome Mobile 102,Web,San Luis Potosí,,,,,,,,,,
412360000000.0,730928a2-3ef2-4bd8-824c-730b0b42932a,León,Android,Chrome Mobile 101,Web,Guanajuato,,,,,,,,,adwords,
411326000000.0,,Monclova,Android,Chrome Mobile 102,Web,Coahuila,,,,,,,,,adwords,
412845000000.0,b60e7a15-1bf7-48eb-be5e-ea7076898224,Guadalajara,Windows,Chrome 102,Web,Jalisco,,,,,,,,,,
412779000000.0,,Nopalucan,Android,Samsung Browser 16,Web,Puebla,,,,,,,,,rocket,
411809000000.0,,Acayucan,Android,Chrome Mobile 92,Web,Veracruz,,,,,,,,,,
412441000000.0,f2cffe35-7b46-4863-9c33-e61bc9ecc551,Ciudad Nezahualcoyotl,Android,Chrome Mobile 102,Web,México,545.0,1998-10-10,10378.0,VERDADERO,0.0,1.0,,0.0,adwords,25.0
412018000000.0,,Aguascalientes,Apple iPhone,Chrome Mobile 102,Web,Aguascalientes,,,,,,,,,adwords,
412954000000.0,,,Android,Chrome Mobile 102,Web,Sinaloa,,,,,,,,,,
411938000000.0,29b8d86c-87b8-4df6-88f1-35c6d7081a75,Ecatepec,Android,Chrome Mobile 99,Web,México,,,,,,,,,adwords,
411833000000.0,,Celaya,Android,Chrome Mobile 102,Web,Guanajuato,,,,,,,,,adwords,
411456000000.0,,Mexico City,Android,Samsung Browser 17,Web,Mexico City,,,,,,,,,adwords,
411496000000.0,fa6c637c-b1bc-4547-8095-45a148ce6219,Coatzacoalcos,Android,Chrome Mobile 102,Web,Veracruz,8.0,1983-11-01,20800.0,VERDADERO,,,,370448.0,adwords,40.0
412831000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411902000000.0,,Culiacán,Android,Chrome Mobile 101,Web,Sinaloa,,,,,,,,,adwords,
411990000000.0,,Agricola Oriental Sur,Windows,Chrome 102,Web,Mexico City,,,,,,,,,adwords,
411976000000.0,80ca9e11-d078-4f86-b789-3a5b304c38d4,Manzanillo,Android,Chrome Mobile 102,Web,Colima,665.0,1983-02-07,0.0,VERDADERO,0.0,1.0,,10260.0,adwords,40.0
412018000000.0,4550356b-71f9-45bb-ad2c-af54b42cdfd9,Guadalajara,Windows,Chrome 102,Web,Jalisco,539.0,1991-06-02,56850.0,VERDADERO,0.0,2.0,,-17929.0,adwords,32.0
412702000000.0,,Chalco,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
412809000000.0,18b99ca0-6664-4bff-85b4-ee7f97075522,San Luis Potosí City,Android,Chrome Mobile 102,Web,San Luis Potosí,634.0,1970-09-14,25090.0,VERDADERO,1.0,3.0,20000.0,242667.0,adwords,53.0
360514000000.0,f6997e41-b301-45e1-979a-f5b9ef4cd9b6,Culiacán,Android,Chrome Mobile 102,Web,Sinaloa,,,,,,,,,,
411219000000.0,,,Apple iPhone,Mobile Safari 15,Web,,,,,,,,,,rocket,
412749000000.0,,Ixtapaluca,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
412826000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412455000000.0,4114bfd6-4452-4a68-87a8-3edbbe9fbcf1,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
411536000000.0,,Zapopan,Apple iPhone,Mobile Safari 14,Web,Jalisco,,,,,,,,,adwords,
412415000000.0,,Tultitlan de Mariano Escobedo,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
410176000000.0,7c48a274-aa5c-49ca-b209-98b48ca342ce,Tijuana,Android,Chrome Mobile 96,Web,Baja California,713.0,1996-03-28,0.0,VERDADERO,0.0,0.0,,0.0,adwords,27.0
412772000000.0,,Tuxtla Gutiérrez,Apple iPhone,GSA 213,Web,Chiapas,,,,,,,,,adwords,
411317000000.0,,Iztapalapa,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412451000000.0,,Gustavo Adolfo Madero,Android,Chrome Mobile 97,Web,Mexico City,,,,,,,,,adwords,
412260000000.0,,Veracruz,Android,Chrome Mobile 102,Web,Veracruz,,,,,,,,,adwords,
412006000000.0,332f22fb-6bcf-4096-8a4e-2fb0c996a67f,San Miguel de Allende,Apple iPhone,Mobile Safari 14,Web,Guanajuato,589.0,2001-08-29,752.0,VERDADERO,1.0,1.0,1000.0,8124.0,adwords,22.0
322968000000.0,1f4f1812-19e4-4db3-85cb-f22d2d2a927e,Mexico City,Android,Chrome Mobile 100,Web,Mexico City,558.0,1969-05-21,5019.0,VERDADERO,,,7750.0,2131.0,adwords,54.0
411858000000.0,,Toluca,Android,Chrome Mobile 102,Web,México,,,,,,,,,google2,
412798000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,,
411517000000.0,,Cancún,Android,Chrome Mobile 102,Web,Quintana Roo,,,,,,,,,adwords,
301490000000.0,ae6426d2-2016-4a25-aa9d-ff3576e8fd58,Tultitlan de Mariano Escobedo,Mac,Chrome 102,Web,México,514.0,1993-10-21,23920.0,VERDADERO,,,1500.0,-8955.0,adwords,30.0
411871000000.0,,Tlalnepantla,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
411757000000.0,7800fccb-c89c-4fc1-9f24-4ca13e800e0e,Aguascalientes,Android,Chrome Mobile 101,Web,Aguascalientes,519.0,1979-12-07,15880.0,VERDADERO,0.0,2.0,,0.0,adwords,44.0
412239000000.0,9bfe12b8-ebc4-4828-87d0-b4c3ebb9bf22,Tlaxcala City,Apple iPhone,Mobile Safari 14,Web,Tlaxcala,662.0,1992-10-08,0.0,VERDADERO,0.0,2.0,,19114.0,adwords,31.0
412956000000.0,,Puebla City,Android,Chrome Mobile 101,Web,Puebla,,,,,,,,,adwords,
412871000000.0,,Venustiano Carranza,Windows,Opera 12,Web,Mexico City,,,,,,,,,,
412416000000.0,27aa92d5-8f94-462b-ac3f-53694011c3b2,Tijuana,Android,Chrome Mobile 101,Web,Baja California,529.0,1996-12-14,4443.0,VERDADERO,4.0,0.0,19278.0,1700.0,adwords,27.0
412045000000.0,,Iztapalapa,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412075000000.0,70c02e0f-d3f9-459f-97cb-0ac6f3c3486a,Zamora,Windows,Chrome 102,Web,Michoacán,,1995-02-06,,VERDADERO,,,,,adwords,28.0
411110000000.0,d31306c2-a867-445c-ba8b-650bc6244fe8,Xalapa,Android,Chrome Mobile 102,Web,Veracruz,627.0,1980-03-06,14878.0,VERDADERO,1.0,1.0,16800.0,717.0,,43.0
412978000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,adwords,
411999000000.0,,Jojutla,Android,Facebook 362,Web,Morelos,,,,,,,,,google2,
413011000000.0,,Mexico City,Apple iPhone,Mobile Safari 15,Web,Mexico City,,,,,,,,,rocket,
411859000000.0,,Autlan de Navarro,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,adwords,
411429000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411207000000.0,,Guadalajara,Android,Chrome Mobile 102,Web,Jalisco,,,,,,,,,,
412216000000.0,,Mexico City,Apple iPhone,GSA 213,Web,Mexico City,,,,,,,,,adwords,
405010000000.0,,La Paz,Android,Chrome Mobile 101,Web,Baja California Sur,,,,,,,,,google2,
412408000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
412663000000.0,b45fb6bb-ea5b-45e7-8e4a-5e0684a84f48,Irapuato,Android,Samsung Browser 17,Web,Guanajuato,637.0,1969-03-05,0.0,VERDADERO,2.0,2.0,7000.0,478500.0,blog,54.0
412226000000.0,,Ciudad Juárez,Android,Chrome Mobile 102,Web,Chihuahua,,,,,,,,,adwords,
412254000000.0,,,Android,Chrome Mobile 93,Web,Nuevo León,,,,,,,,,adwords,
239944000000.0,95884c93-5a6c-4c54-a750-dc32eaf09dd4,Puebla,Android,Chrome Mobile 102,Web,Mexico City,658.0,2000-01-18,,VERDADERO,,,,,rocket,23.0
412222000000.0,,Mexico City,Android,Chrome Mobile 102,Web,Mexico City,,,,,,,,,adwords,
411500000000.0,,Gustavo Adolfo Madero,Android,Chrome Mobile 38,Web,Mexico City,,,,,,,,,,
411812000000.0,,Cuautitlán Izcalli,Android,Chrome Mobile 102,Web,México,,,,,,,,,adwords,
412897000000.0,fd977fb9-735a-4579-8aef-6528d6c56049,Mérida,Android,Chrome Mobile 102,Web,Yucatán,,,,,,,,,google2,
412544000000.0,,,Android,Facebook 368,Web,,,,,,,,,,,
411893000000.0,c2876700-fec8-4bf9-8edd-67c9e073c224,San Sabastian Tierra Blanca,Android,Chrome Mobile 102,Web,Veracruz,9.0,2002-05-05,,VERDADERO,,,,,adwords,21.0
