user_id,city,device,os,region,gp:utm_source,Survivor,Cluster
fc9cf3d0-3126-437f-9803-fda1e5a345d8,San Francisco del Rincón,Android,Chrome Mobile 102,Guanajuato,sin información,1,3
sin información,Toluca,Android,Chrome Mobile 102,México,google2,0,1
sin información,Culiacán,Android,Chrome Mobile 101,Sinaloa,adwords,0,1
bb3affd3-49ed-4f7f-a2aa-2d8eca87c227,Santa Ana Viejo,Windows,Chrome 85,Sonora,sin información,1,3
f08fb9af-1301-4c0d-978b-a3c13d9c4d2d,Ecatepec,Android,Chrome Mobile 102,México,adwords,1,3
ff069e51-3615-4e53-b59d-69d00a51bc08,Guadalupe,Android,Chrome Mobile 102,Nuevo León,adwords,1,3
cfb83c93-45d4-4cef-ad4f-96afa00717cb,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,Ciudad Lopez Mateos,Android,Chrome Mobile 102,México,sin información,0,1
sin información,Paris,Windows,Chrome 96,Paris,sin información,0,4
sin información,Colima,Android,Chrome Mobile 102,Colima,adwords,0,1
sin información,Zamora,Android,Chrome Mobile 101,Michoacán,adwords,0,1
sin información,Cuautitlán Izcalli,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Zapopan,Android,Chrome Mobile 102,Jalisco,sin información,0,4
b5e14e33-0fea-498b-8ea6-a403f261e3b0,Palenque/Temp,Android,Samsung Browser 17,Chiapas,google2,1,3
sin información,Tlalnepantla,Android,Chrome Mobile 101,México,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
ddcf347d-6568-4497-bbd9-3349f909dc74,Tijuana,Windows,Chrome 102,Baja California,adwords,1,3
sin información,Coacalco,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Ecatepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,sin información,Android,Samsung Browser 16,Texas,rocket,0,1
sin información,Coacalco,Android,Chrome Mobile 102,México,adwords,0,1
674b6f2a-a18e-4874-94e8-a87fbcd7c47e,Tlaxcala City,Windows,Edge 102,Tlaxcala,sin información,1,3
532336ad-0dae-48aa-b4e8-5323713f5e5a,Los Mochis,Apple iPhone,Chrome Mobile 102,Sinaloa,adwords,1,3
sin información,Oaxaca City,Windows,Chrome 102,Oaxaca,adwords,0,0
sin información,Oaxaca City,Android,Chrome Mobile 102,Oaxaca,google2,0,1
sin información,San Nicolás de los Garza,Android,Chrome Mobile 102,Nuevo León,rocket,0,1
sin información,Puebla City,Android,Chrome Mobile 98,Puebla,adwords,0,1
sin información,Tlaxcoapan,Android,Chrome Mobile 102,Hidalgo,adwords,0,1
sin información,Toluca,Android,Chrome Mobile 102,México,google2,0,1
401ea091-b2b8-4fc0-b25e-4cf6760c8e2f,Tijuana,Android,Chrome Mobile 102,Baja California,google2,1,3
1c5bb1eb-1b01-41dc-baa9-3f848a529687,Alamo,Android,Chrome Mobile 102,Veracruz,adwords,1,3
sin información,Ecatepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Jiutepec,Android,Chrome Mobile 102,Morelos,google2,0,1
sin información,Ciudad Juárez,Apple iPhone,Mobile Safari 15,Chihuahua,adwords,0,0
sin información,Celaya,Android,Chrome Mobile 102,Guanajuato,adwords,0,1
e8aef9c5-d7b5-41f1-a92f-3bf0758ba47b,Mérida,Android,Chrome Mobile 102,Yucatán,sin información,1,3
sin información,Xalapa,Android,Chrome Mobile 88,Veracruz,adwords,0,1
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,adwords,0,1
d2a080ae-6a8d-4d4c-ac20-da9f1dbf00d9,Chalco,Android,Chrome Mobile 102,México,adwords,1,3
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Villahermosa,Android,Chrome Mobile 102,Tabasco,sin información,0,4
sin información,Gustavo Adolfo Madero,Android,Chrome Mobile 101,Mexico City,adwords,0,2
de71a8f4-bb57-4a1a-8ae3-1d08128f29f6,Coatzacoalcos,Android,Chrome Mobile 102,Veracruz,adwords,1,3
sin información,Ciudad Victoria,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Xalapa,Windows,Firefox 101,Veracruz,adwords,0,0
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Magdalena Contreras,Android,Chrome Mobile 100,Mexico City,adwords,0,2
sin información,Mazatlán,Android,Chrome Mobile 102,Sinaloa,google2,0,1
sin información,Venustiano Carranza,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Ixtapaluca,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Minatitlán,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Monterrey,Windows,Chrome 102,Nuevo León,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Ciudad Lopez Mateos,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Juanacatlan,Android,Chrome Mobile 102,Jalisco,google2,0,1
sin información,Tlalnepantla,Android,Chrome Mobile 102,México,sin información,0,1
sin información,Iztapalapa,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Venustiano Carranza,Windows,Chrome 102,Mexico City,rocket,0,0
sin información,Ciudad del Carmen,Android,Chrome Mobile 102,Campeche,sin información,0,4
sin información,Acapulco de Juárez,Android,Samsung Browser 17,Guerrero,rocket,0,1
sin información,Iztacalco,Android,Samsung Browser 17,Mexico City,adwords,0,2
sin información,Mexico City,Android,Chrome Mobile 100,Mexico City,google2,0,2
sin información,Monterrey,Apple iPhone,Mobile Safari 15,Nuevo León,adwords,0,0
sin información,Monterrey,Windows,Chrome 101,Nuevo León,adwords,0,0
sin información,Ecatepec,Android,Chrome Mobile 101,México,google2,0,1
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Chilpancingo,Android,Chrome Mobile 102,Guerrero,adwords,0,1
sin información,Nacajuca,Android,Chrome Mobile 101,Tabasco,adwords,0,1
sin información,Culiacán,Android,Chrome Mobile 102,Sinaloa,adwords,0,1
sin información,Veracruz,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Tlaxcala City,Android,Chrome Mobile 102,Tlaxcala,google2,0,1
sin información,Chicontla,Android,Chrome Mobile 102,Puebla,adwords,0,1
47d27e20-e31b-450d-b2d8-16a8af696eee,Tapachula,Android,Chrome Mobile 102,Chiapas,google2,1,3
09c38452-ed65-4a1a-a31b-9a4cd10c652a,Azcapotzalco,Android,Samsung Browser 14,Mexico City,adwords,1,2
sin información,Veracruz,Windows,Chrome 102,Veracruz,adwords,0,0
sin información,Mérida,Android,Chrome Mobile 102,Yucatán,adwords,0,1
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,León,Android,Chrome Mobile 102,Guanajuato,adwords,0,1
sin información,Garden Grove,Android,Chrome Mobile 102,California,home,0,1
bd650207-2138-494d-a502-5e5eb21f0fab,Garcia,Chromium OS,Chrome 75,Nuevo León,adwords,1,3
638c0e0f-d43d-4ca1-87fa-19207e9f55ad,Santa Maria Chimalhuacan,Android,Chrome Mobile 102,México,adwords,1,3
sin información,San Juan del Río,Mac,Safari 13,Querétaro,adwords,0,0
sin información,Chalco,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Toluca,Windows,Chrome 102,México,adwords,0,1
sin información,Tuxtla Gutiérrez,Windows,Chrome 102,Chiapas,adwords,0,0
sin información,Puebla City,Android,Chrome Mobile 102,Puebla,adwords,0,1
sin información,Cuautitlán Izcalli,Android,Chrome Mobile 102,México,google2,0,1
sin información,Puebla City,Android,Chrome Mobile 101,Puebla,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
sin información,San Antonio,Windows,Chrome 102,Texas,adwords,0,0
sin información,Ciudad Juárez,Apple iPhone,Mobile Safari 15,Chihuahua,rocket,0,0
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
sin información,Veracruz,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Alvaro Obregon,Android,Chrome Mobile 102,Mexico City,rocket,0,2
595e8b52-2425-4f0a-86f2-59d84d54d5f4,Guadalajara,Android,Chrome Mobile 102,Jalisco,sin información,1,3
sin información,Azcapotzalco,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Puebla,Android,Chrome Mobile 101,Mexico City,rocket,0,2
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Puebla City,Android,Facebook 327,Puebla,sin información,0,1
sin información,San Antonio,Windows,Chrome 96,Texas,sin información,0,4
sin información,Guadalajara,Android,Chrome Mobile 98,Jalisco,sin información,0,4
sin información,Naucalpan,Android,Chrome Mobile 102,México,rocket,0,1
sin información,Mexico City,Android,Chrome Mobile 98,Mexico City,adwords,0,2
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Ciudad Juárez,Android,Chrome Mobile 102,Chihuahua,adwords,0,1
sin información,Mexicali,Android,Chrome Mobile 102,Baja California,sin información,0,4
sin información,Tepic,Android,Chrome Mobile 102,Nayarit,adwords,0,1
sin información,Cunduacan,Android,Chrome Mobile 84,Tabasco,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Tlahuac,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mérida,Android,Chrome Mobile 102,Yucatán,adwords,0,1
sin información,Granjas Esmeralda,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Magdalena de Kino,Android,Chrome Mobile 101,Sonora,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mexico City,Android,Samsung Browser 17,Mexico City,sin información,0,4
6cccf20c-2c93-45f5-953b-c08dd628edf4,Coyoacán,Android,Chrome Mobile 102,Mexico City,google2,1,2
217f1367-8eee-4d8b-b146-d5175f26ead7,Hermosillo,Android,Chrome Mobile 101,Sonora,sin información,1,3
sin información,Saltillo,Android,Chrome Mobile 102,Coahuila,adwords,0,1
d6ae2c49-3647-46a8-8388-b051e269eb5b,Mexico City,Android,Chrome Mobile 100,Mexico City,adwords,1,2
sin información,Zamora,Android,Chrome Mobile 102,Michoacán,adwords,0,1
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Heroica Matamoros,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Zamora,Android,Chrome Mobile 102,Michoacán,adwords,0,1
sin información,Acapulco de Juárez,Android,Chrome Mobile 102,Guerrero,adwords,0,1
sin información,Xalapa,Apple iPhone,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Morelia,Android,Chrome Mobile 101,Michoacán,adwords,0,1
sin información,sin información,Android,Chrome Mobile 102,Veracruz,rocket,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
5994da87-97a9-4de9-a94a-2d8b9ca4f800,Tocumbo,Android,Chrome Mobile 102,Michoacán,adwords,1,3
sin información,Tlalnepantla,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Mexico City,Android,Facebook 362,Mexico City,sin información,0,4
1aa57906-4802-4f60-a5b5-45e8678b0483,Gustavo Adolfo Madero,Android,Chrome Mobile 102,Mexico City,adwords,1,2
sin información,Torreón,Windows,Chrome 102,Coahuila,sin información,0,4
sin información,Iztapalapa,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Venustiano Carranza,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Jiutepec,Android,Chrome WebView 101,Morelos,rocket,0,1
sin información,San Nicolás de los Garza,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Tepic,Apple iPhone,GSA 213,Nayarit,sin información,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Los Angeles,Android,Chrome Mobile 102,California,adwords,0,1
sin información,Xalapa,Android,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Pachuca,Android,Chrome Mobile 102,Hidalgo,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
f79b2c71-bc4b-4523-b207-d26e51480e7e,Tapachula,Android,Chrome Mobile 102,Chiapas,adwords,1,3
sin información,Monclova,Android,Chrome Mobile 102,Coahuila,adwords,0,1
sin información,Tuxtla Gutiérrez,Android,Chrome Mobile 102,Chiapas,rocket,0,1
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
624aeffe-c6b1-4c11-b0f0-a932633ec519,Veracruz,Android,Chrome Mobile 102,Veracruz,adwords,1,3
sin información,Chalco,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,rocket,0,1
sin información,Saltillo,Windows,Chrome 102,Coahuila,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,sin información,Android,Chrome Mobile 102,Jalisco,rocket,0,1
8272d7f7-0a35-4d52-adb2-72afd1764db9,Puerto Vallarta,Windows,Firefox 101,Jalisco,adwords,1,3
sin información,Buenavista,Windows,Chrome 100,México,google2,0,1
sin información,Nogales,Android,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Juarez,Android,Chrome Mobile 102,Quintana Roo,adwords,0,1
sin información,Torreón,Android,Chrome Mobile 102,Coahuila,adwords,0,1
sin información,Hermosillo,Android,Chrome Mobile 102,Sonora,adwords,0,1
sin información,Monclova,Android,Chrome Mobile 102,Coahuila,adwords,0,1
sin información,Monclova,Android,Chrome Mobile 102,Coahuila,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 88,Jalisco,sin información,0,4
sin información,Jilotepec de Molina Enriquez,Android,Chrome Mobile 102,México,adwords,0,1
aa0a33d5-4c63-49f4-8933-191232953980,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,blog,1,0
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Orizaba,Android,Chrome Mobile 102,Veracruz,adwords,0,1
20daa3c6-4414-4a85-817b-f325573f4737,General Escobedo,Android,Chrome 92,Nuevo León,adwords,1,3
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
a7efc39d-a6bc-4b41-a747-df35658a9438,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
a6a5a497-a974-4858-bf62-9e41b6dbb5fd,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,1,0
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Ciudad Juárez,Apple iPhone,Mobile Safari 15,Chihuahua,adwords,0,0
sin información,Busan,Windows,Chrome 97,Busan,sin información,0,4
ab1c2386-644f-455c-a522-8dfd9060c414,Puebla,Android,Chrome Mobile 102,Mexico City,google2,1,2
sin información,San Luis Potosí City,Android,Chrome Mobile 102,San Luis Potosí,adwords,0,1
3e5808e7-5975-400c-89db-b3d622d88402,Ciudad Juárez,Android,Chrome Mobile 102,Chihuahua,adwords,1,3
sin información,Zapopan,Android,Chrome Mobile 102,Jalisco,adwords,0,1
5c9b96ae-75bf-4e5d-834d-51e54e2276c5,Tuxtla Gutiérrez,Android,Chrome Mobile 55,Chiapas,adwords,1,3
sin información,Culiacán,Android,Chrome Mobile 102,Sinaloa,adwords,0,1
sin información,Puerto Vallarta,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Ciudad Nezahualcoyotl,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Nacajuca,Android,Chrome Mobile 102,Tabasco,sin información,0,4
48585875-5c60-4444-b4c3-e2291cf9993c,Cuautitlán Izcalli,Android,Chrome Mobile 102,México,adwords,1,3
sin información,Coatzacoalcos,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Lagos de Moreno,Android,Chrome Mobile 101,Jalisco,adwords,0,1
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Bogotá,Android,Chrome Mobile 102,Bogota D.C.,sin información,0,4
sin información,Alvaro Obregon,Android,Chrome Mobile 102,Mexico City,adwords,0,2
46405b48-667f-43ba-94ea-09a2a68a90c8,Alvaro Obregon,Windows,Chrome 102,Mexico City,adwords,1,0
sin información,Cheyenne,Windows,Chrome 98,Wyoming,sin información,0,4
sin información,Tlalpan,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
87279944-8998-493d-ac2a-e73e17c9d963,Xalapa,Android,Chrome Mobile 102,Veracruz,adwords,1,3
sin información,Tlalnepantla,Android,Chrome Mobile 102,México,rocket,0,1
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,tiktok,0,1
sin información,Tlalnepantla,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,rocket,0,1
293a3724-f414-45b8-9f24-f345f57284f3,Santa Maria Chimalhuacan,Windows,Chrome 102,México,adwords,1,3
sin información,Tulum,Windows,Chrome 102,Quintana Roo,adwords,0,0
sin información,Tuxtla Gutiérrez,Android,Chrome Mobile 102,Chiapas,adwords,0,1
sin información,Chihuahua City,Android,Chrome Mobile 102,Chihuahua,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Oaxaca City,Android,Chrome Mobile 102,Oaxaca,rocket,0,1
sin información,Zacatecas City,Android,Chrome Mobile 99,Zacatecas,adwords,0,1
sin información,Cuernavaca,Android,Chrome Mobile 102,Morelos,adwords,0,1
sin información,Morelia,Android,Chrome Mobile 102,Michoacán,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,google2,0,1
99227230-9242-4063-ae30-3f45fee4ec10,Querétaro City,Windows,Chrome 102,Querétaro,sin información,1,3
sin información,Hermosillo,Apple iPhone,GSA 213,Sonora,adwords,0,0
sin información,Zapopan,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Torreón,Windows,Chrome 102,Coahuila,adwords,0,0
sin información,Guadalajara,Apple iPhone,Chrome Mobile 102,Jalisco,adwords,0,0
sin información,Naucalpan,Android,Chrome Mobile 81,México,rocket,0,1
sin información,Puebla City,Windows,Chrome 102,Puebla,adwords,0,1
sin información,sin información,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Gustavo Adolfo Madero,Android,Facebook 362,Mexico City,rocket,0,2
sin información,Colima,Android,Chrome Mobile 102,Colima,adwords,0,1
0bdf5a52-f849-44e3-b09d-dc98a523f0fc,Puebla City,Android,Chrome Mobile 101,Puebla,adwords,1,1
sin información,San Luis Potosí City,Mac,Chrome 101,San Luis Potosí,adwords,0,0
sin información,Tlalpan,Android,Chrome Mobile 102,Mexico City,google2,0,2
sin información,Guadalajara,Android,Chrome Mobile 102,Jalisco,adwords,0,1
sin información,Tizayuca,Android,Chrome Mobile 102,Hidalgo,sin información,0,4
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
e235fbab-5f59-4e8d-a244-e6bd35124bcf,Parral,Android,Chrome Mobile 102,Chihuahua,adwords,1,3
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Coatzacoalcos,Android,Chrome Mobile 102,Veracruz,adwords,0,1
sin información,Guadalajara,Android,Chrome Mobile 89,Jalisco,sin información,0,4
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,sin información,0,0
sin información,Ciudad Juárez,Android,Chrome Mobile 101,Chihuahua,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 101,Mexico City,rocket,0,2
sin información,Culiacán,Windows,Chrome 102,Sinaloa,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
e139e104-3bf6-4d0e-ad79-85ab51965b31,Ciudad Obregón,Android,Chrome Mobile 102,Sonora,google2,1,3
sin información,Guadalajara,Apple iPhone,Mobile Safari 15,Jalisco,adwords,0,0
c2ab4e6f-2e33-41db-a23d-5fd4f8ea5029,Torreón,Android,Chrome Mobile 102,Coahuila,adwords,1,3
sin información,Ecatepec,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Toluca,Apple iPhone,Mobile Safari 15,México,adwords,0,0
efde56f0-1b29-480f-94ed-c07bf1f20d41,Ixtapaluca,Android,Chrome Mobile 102,México,adwords,1,3
1f141a24-ca7a-4ca7-8869-ee8ff9100d7c,Naucalpan,Android,Chrome Mobile 102,México,google2,1,3
sin información,San Luis Potosí City,Android,Chrome Mobile 102,San Luis Potosí,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,rocket,0,0
sin información,Monterrey,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Mérida,Android,Chrome Mobile 102,Yucatán,sin información,0,4
sin información,Córdoba,Android,Chrome Mobile 102,Veracruz,sin información,0,4
ae584c28-1d27-40a4-987e-a607dff1b71c,Saltillo,Windows,Chrome 102,Coahuila,blog,1,3
sin información,Ciudad Juárez,Apple iPhone,Mobile Safari 15,Chihuahua,adwords,0,0
6ec0c453-63ae-498f-96eb-1fbc045a7582,Pachuca,Android,Chrome Mobile 102,Hidalgo,adwords,1,3
sin información,Veracruz,Android,Chrome Mobile 102,Veracruz,google2,0,1
ca4eebb0-ca9b-49a1-acf6-ff73db21fce0,Saltillo,Android,Chrome Mobile 100,Coahuila,adwords,1,3
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Guaymas,Android,Chrome Mobile 101,Sonora,adwords,0,1
sin información,Irapuato,Android,Chrome Mobile 102,Guanajuato,google2,0,1
sin información,Tijuana,Android,Chrome Mobile 102,Baja California,adwords,0,1
f86fed5d-646d-4b47-bb75-3cbb301a21c0,Ecatepec,Android,Chrome Mobile 101,México,sin información,1,3
sin información,Cuauhtemoc,Android,Chrome Mobile 102,Chihuahua,blog,0,1
sin información,sin información,Android,Chrome Mobile 101,México,adwords,0,1
6b064e65-863d-4bbe-89e2-90e32150ba6d,Culiacán,Apple iPhone,Chrome Mobile 102,Sinaloa,sin información,1,3
sin información,Veracruz,Android,Chrome Mobile 102,Veracruz,sin información,0,4
sin información,Mexico City,Mac,Safari 15,Mexico City,adwords,0,0
sin información,Mexicali,Android,Chrome Mobile 102,Baja California,google2,0,1
sin información,Venustiano Carranza,Android,Chrome Mobile 102,Mexico City,rocket,0,2
sin información,Minatitlán,Android,Chrome Mobile 101,Veracruz,sin información,0,4
sin información,Venustiano Carranza,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Guadalajara,Apple iPhone,GSA 213,Jalisco,adwords,0,0
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Heroica Matamoros,Android,Chrome Mobile 102,Tamaulipas,adwords,0,1
sin información,Xalapa,Windows,Chrome 102,Veracruz,adwords,0,0
121b6cbc-a400-4538-a949-b0c114784c39,Ecatepec,Android,Chrome Mobile 102,México,rocket,1,3
sin información,Cuautitlán Izcalli,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Ixtapaluca,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Apodaca,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
16fcb2a9-daea-44c1-af5c-85f573c8ed09,sin información,Android,Chrome Mobile 101,Jalisco,google2,1,3
sin información,Puebla City,Apple iPhone,Chrome Mobile 102,Puebla,sin información,0,1
sin información,Mérida,Android,Chrome Mobile 102,Yucatán,adwords,0,1
sin información,Mexico City,Android,Chrome Mobile 97,Mexico City,adwords,0,2
sin información,Ciudad Valles,Android,Chrome Mobile 102,San Luis Potosí,adwords,0,1
sin información,Cadereyta Jimenez,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
sin información,Orizaba,Mac,Chrome 102,Veracruz,sin información,0,4
sin información,Querétaro City,Android,Chrome Mobile 101,Querétaro,adwords,0,1
sin información,Mexico City,Windows,Chrome 102,Mexico City,adwords,0,0
sin información,Mexico City,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Reynosa,Android,Chrome Mobile 38,Tamaulipas,sin información,0,4
sin información,Celaya,Windows,Chrome 102,Guanajuato,sin información,0,4
sin información,Querétaro City,Android,Facebook 366,Querétaro,sin información,0,4
sin información,Torreon,Chromium OS,Chrome 93,Durango,adwords,0,0
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,adwords,0,2
sin información,Culiacán,Apple iPhone,Mobile Safari 14,Sinaloa,adwords,0,0
sin información,Veracruz,Android,Chrome Mobile 94,Veracruz,rocket,0,1
sin información,Gustavo Adolfo Madero,Android,Chrome Mobile 99,Mexico City,adwords,0,2
sin información,Apodaca,Android,Chrome Mobile 102,Nuevo León,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 14,Mexico City,adwords,0,0
927055f8-3688-4652-bb4c-a5e9e812975d,Monterrey,Android,Chrome Mobile 100,Nuevo León,adwords,1,3
sin información,Ciudad Juárez,Android,Chrome Mobile 101,Chihuahua,adwords,0,1
sin información,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,0,0
sin información,Guadalupe,Android,Chrome Mobile 102,Nuevo León,sin información,0,4
sin información,Mexico City,Android,Chrome Mobile 102,Mexico City,sin información,0,4
sin información,Ciudad del Carmen,Windows,Chrome 102,Campeche,adwords,0,0
sin información,Coyoacán,Android,Chrome Mobile 101,Mexico City,adwords,0,2
sin información,Mexico City,Android,Chrome Mobile 87,Mexico City,adwords,0,2
sin información,Puebla,Android,Chrome Mobile 102,Mexico City,adwords,0,2
1fb1e2a4-b232-4e43-b372-519f2d56802e,Puerto Peñasco,Android,Chrome Mobile 102,Sonora,google2,1,3
sin información,Tlalnepantla,Android,Chrome Mobile 102,México,adwords,0,1
sin información,Guadalajara,Android,Samsung Browser 17,Jalisco,rocket,0,1
91f6ffc0-1ec8-4959-a897-6579c26b7206,Mexico City,Apple iPhone,Mobile Safari 15,Mexico City,adwords,1,0
sin información,Orizaba,Android,Chrome Mobile 102,Veracruz,rocket,0,1
4ef14196-acdc-4e1e-b81f-89301addeea8,Mexico City,Android,Chrome Mobile 87,Mexico City,adwords,1,2
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,sin información,0,4
sin información,San Luis Potosí City,Android,Chrome Mobile 101,San Luis Potosí,adwords,0,1
0c2ead0e-7f03-4e22-a416-dbbc5c05daa4,Alvaro Obregon,Windows,Chrome 102,Mexico City,sin información,1,4
sin información,Ciudad Juárez,Apple iPhone,Mobile Safari 15,Chihuahua,adwords,0,0
sin información,Tlalnepantla,Android,Samsung Browser 11,México,google2,0,1
sin información,Playa del Carmen,Android,Chrome Mobile 94,Quintana Roo,adwords,0,1
sin información,Chalco,Apple iPhone,Chrome Mobile 102,México,adwords,0,1
sin información,Querétaro City,Android,Chrome Mobile 102,Querétaro,adwords,0,1
sin información,Minatitlán,Android,Chrome Mobile 102,Veracruz,sin información,0,4
